index,1. open,2. high,3. low,4. close,5. volume
2020-11-11 17:00:00,64.88,64.88,64.88,64.88,6539.0
2020-11-11 16:00:00,64.725,64.9848,64.49,64.9,257903.0
2020-11-11 15:00:00,65.18,65.26,64.64,64.7368,63616.0
2020-11-11 14:00:00,65.02,65.2148,64.99,65.17,81422.0
2020-11-11 13:00:00,64.87,65.0899,64.7762,65.05,76965.0
2020-11-11 12:00:00,64.2978,64.89,64.17,64.86,107746.0
2020-11-11 11:00:00,64.81,64.92,64.07,64.295,156410.0
2020-11-11 10:00:00,65.27,65.27,64.34,64.8196,137567.0
2020-11-10 17:00:00,64.61,64.61,63.51,63.51,18446.0
2020-11-10 16:00:00,64.95,65.04,64.57,64.61,558072.0
2020-11-10 15:00:00,64.62,65.02,64.55,64.94,191302.0
2020-11-10 14:00:00,65.05,65.1,64.1954,64.51,140670.0
2020-11-10 13:00:00,64.87,65.19,64.81,65.03,95114.0
2020-11-10 12:00:00,63.665,64.92,63.59,64.87,128802.0
2020-11-10 11:00:00,64.48,64.69,63.27,63.66,188153.0
2020-11-10 10:00:00,64.14,64.75,63.89,64.62,95088.0
2020-11-10 08:00:00,64.0,64.0,64.0,64.0,500.0
2020-11-09 18:00:00,64.0,64.0,64.0,64.0,478.0
2020-11-09 17:00:00,64.24,65.0,64.24,64.24,7268.0
2020-11-09 16:00:00,65.07,65.34,64.19,64.23,271872.0
2020-11-09 15:00:00,65.31,65.3464,64.85,65.09,98231.0
2020-11-09 14:00:00,65.34,65.41,65.1125,65.3,88373.0
2020-11-09 13:00:00,65.16,65.43,64.98,65.33,91565.0
2020-11-09 12:00:00,65.61,65.65,65.07,65.14,181665.0
2020-11-09 11:00:00,65.585,66.03,65.17,65.68,314547.0
2020-11-09 10:00:00,65.51,66.05,65.42,65.6,358178.0
2020-11-09 09:00:00,66.0,67.0,65.5,65.5,2113.0
2020-11-06 17:00:00,64.59,64.59,64.59,64.59,17000.0
2020-11-06 16:00:00,64.565,64.7,64.45,64.55,214282.0
2020-11-06 15:00:00,64.82,64.87,64.5,64.58,59303.0
2020-11-06 14:00:00,64.58,64.85,64.575,64.81,51968.0
2020-11-06 13:00:00,64.8,64.8795,64.36,64.59,69442.0
2020-11-06 12:00:00,64.36,64.83,64.31,64.81,77875.0
2020-11-06 11:00:00,63.5,64.54,63.49,64.37,100269.0
2020-11-06 10:00:00,64.72,64.79,63.4,63.46,85600.0
2020-11-06 05:00:00,64.6,64.6,64.6,64.6,800.0
2020-11-05 20:00:00,64.0,64.0,64.0,64.0,738.0
2020-11-05 19:00:00,64.53,64.53,64.53,64.53,606.0
2020-11-05 17:00:00,64.51,64.51,64.51,64.51,3332.0
2020-11-05 16:00:00,63.99,64.6,63.91,64.49,540185.0
2020-11-05 15:00:00,63.97,64.13,63.83,64.0,129457.0
2020-11-05 14:00:00,63.85,64.025,63.7101,63.96,88974.0
2020-11-05 13:00:00,63.88,63.985,63.22,63.87,173286.0
2020-11-05 12:00:00,64.14,64.28,63.65,63.86,129159.0
2020-11-05 11:00:00,63.68,64.21,63.53,64.15,195000.0
2020-11-05 10:00:00,64.23,64.23,63.0,63.7,187175.0
2020-11-05 09:00:00,64.3,64.3,64.3,64.3,145.0
2020-11-04 17:00:00,62.23,62.23,62.23,62.23,140658.0
2020-11-04 16:00:00,62.465,62.465,61.99,62.22,234192.0
2020-11-04 15:00:00,62.62,62.76,62.365,62.465,82285.0
2020-11-04 14:00:00,62.82,62.89,62.45,62.65,426059.0
2020-11-04 13:00:00,62.37,62.94,62.36,62.82,142604.0
2020-11-04 12:00:00,62.425,62.52,62.14,62.39,91946.0
2020-11-04 11:00:00,62.09,63.05,62.05,62.47,217034.0
2020-11-04 10:00:00,62.47,62.88,61.34,62.13,134779.0
2020-11-03 20:00:00,62.19,62.19,62.19,62.19,175.0
2020-11-03 19:00:00,62.24,62.24,62.24,62.24,200.0
2020-11-03 16:00:00,62.03,62.07,61.74,61.78,253606.0
2020-11-03 15:00:00,61.62,62.09,61.62,62.04,75784.0
2020-11-03 14:00:00,62.01,62.08,61.44,61.57,81098.0
2020-11-03 13:00:00,62.06,62.33,61.96,62.05,77629.0
2020-11-03 12:00:00,62.81,62.87,62.0,62.07,90567.0
2020-11-03 11:00:00,61.7,62.85,61.51,62.76,160422.0
2020-11-03 10:00:00,61.07,61.74,61.01,61.67,67260.0
2020-11-02 19:00:00,60.5,60.5,60.5,60.5,100.0
2020-11-02 17:00:00,60.29,60.29,60.29,60.29,8868.0
2020-11-02 16:00:00,60.77,60.86,60.06,60.29,448740.0
2020-11-02 15:00:00,60.34,60.915,60.22,60.79,97394.0
2020-11-02 14:00:00,60.66,60.66,60.3,60.36,73434.0
2020-11-02 13:00:00,60.97,61.24,60.6,60.635,80632.0
2020-11-02 12:00:00,61.13,61.2,60.84,60.975,82424.0
2020-11-02 11:00:00,61.07,61.46,60.965,61.12,119379.0
2020-11-02 10:00:00,61.45,61.45,60.27,60.965,121160.0
2020-11-02 09:00:00,61.65,61.65,61.5,61.5,275.0
2020-10-30 17:00:00,60.26,60.26,60.26,60.26,30579.0
2020-10-30 16:00:00,59.65,60.34,59.59,60.32,496428.0
2020-10-30 15:00:00,59.37,59.75,59.31,59.66,95748.0
2020-10-30 14:00:00,59.77,59.819,59.23,59.38,117466.0
2020-10-30 13:00:00,59.78,60.07,59.71,59.795,154757.0
2020-10-30 12:00:00,58.98,59.95,58.97,59.8,208428.0
2020-10-30 11:00:00,60.16,60.415,58.88,58.98,175502.0
2020-10-30 10:00:00,60.17,60.87,60.07,60.17,165861.0
2020-10-29 19:00:00,60.2,60.2,60.1001,60.1001,300.0
2020-10-29 17:00:00,60.52,60.52,60.5,60.5,5517.0
2020-10-29 16:00:00,60.26,60.72,60.04,60.52,532677.0
2020-10-29 15:00:00,60.35,60.77,60.23,60.29,156740.0
2020-10-29 14:00:00,60.2,60.4,59.93,60.35,136205.0
2020-10-29 13:00:00,59.91,60.305,59.8212,60.18,215888.0
2020-10-29 12:00:00,60.13,60.3,59.87,59.88,281755.0
2020-10-29 11:00:00,60.49,60.665,60.05,60.12,256518.0
2020-10-29 10:00:00,60.38,61.03,60.205,60.53,118995.0
2020-10-29 08:00:00,61.0,61.0,60.74,60.74,550.0
2020-10-28 17:00:00,60.7,60.7,60.02,60.02,36047.0
2020-10-28 16:00:00,61.35,61.47,60.67,60.69,409505.0
2020-10-28 15:00:00,61.44,61.51,61.12,61.35,157832.0
2020-10-28 14:00:00,61.13,61.48,61.07,61.48,122914.0
2020-10-28 13:00:00,61.56,61.78,61.04,61.155,149421.0
2020-10-28 12:00:00,61.12,61.56,60.96,61.52,214718.0
2020-10-28 11:00:00,61.7,61.83,61.03,61.125,239668.0
2020-10-28 10:00:00,62.04,62.44,61.36,61.75,267025.0
2020-10-28 09:00:00,63.5,63.5,63.45,63.48,500.0
2020-10-27 19:00:00,63.44,63.44,63.44,63.44,100.0
2020-10-27 17:00:00,63.57,64.36,63.57,64.36,14951.0
2020-10-27 16:00:00,63.78,63.84,63.49,63.56,273993.0
2020-10-27 15:00:00,64.1,64.13,63.67,63.775,100956.0
2020-10-27 14:00:00,64.05,64.28,63.96,64.11,55004.0
2020-10-27 13:00:00,64.22,64.32,63.98,64.07,81969.0
2020-10-27 12:00:00,64.27,64.41,64.17,64.235,168574.0
2020-10-27 11:00:00,64.46,64.745,64.3,64.37,81337.0
