index,1. open,2. high,3. low,4. close,5. volume
2020-11-11 16:00:00,13.065,13.08,13.05,13.05,3080.0
2020-11-11 14:00:00,13.0733,13.0733,13.0525,13.0525,1100.0
2020-11-11 13:00:00,13.08,13.08,13.068,13.068,1575.0
2020-11-11 12:00:00,13.04,13.0438,13.03,13.0438,16297.0
2020-11-11 11:00:00,13.05,13.05,13.01,13.04,44554.0
2020-11-11 10:00:00,13.05,13.05,13.05,13.05,200.0
2020-11-10 16:00:00,13.061,13.0628,13.02,13.03,52480.0
2020-11-10 15:00:00,13.08,13.1,13.08,13.1,1928.0
2020-11-10 14:00:00,13.0435,13.0435,13.0399,13.04,2600.0
2020-11-10 13:00:00,13.04,13.065,13.033,13.033,43749.0
2020-11-10 12:00:00,13.13,13.13,13.019,13.039,46229.0
2020-11-10 11:00:00,13.115,13.115,13.115,13.115,2700.0
2020-11-10 10:00:00,13.12,13.12,13.1188,13.1188,1371.0
2020-11-09 16:00:00,13.173,13.191,13.173,13.19,3960.0
2020-11-09 15:00:00,13.142,13.1699,13.142,13.1699,600.0
2020-11-09 14:00:00,13.1693,13.1693,13.11,13.11,1491.0
2020-11-09 13:00:00,13.15,13.15,13.12,13.135,6041.0
2020-11-09 12:00:00,13.16,13.1795,13.14,13.16,4300.0
2020-11-09 11:00:00,13.235,13.235,13.1859,13.1859,2700.0
2020-11-09 10:00:00,13.28,13.28,13.28,13.28,768.0
2020-11-06 16:00:00,13.18,13.18,13.12,13.17,13406.0
2020-11-06 15:00:00,13.175,13.175,13.175,13.175,200.0
2020-11-06 14:00:00,13.18,13.19,13.17,13.17,9501.0
2020-11-06 13:00:00,13.19,13.19,13.18,13.19,3101.0
2020-11-06 12:00:00,13.195,13.23,13.17,13.17,6716.0
2020-11-06 11:00:00,13.15,13.195,13.15,13.195,5800.0
2020-11-06 10:00:00,13.15,13.15,13.15,13.15,200.0
2020-11-05 16:00:00,13.14,13.19,13.14,13.15,5282.0
2020-11-05 15:00:00,13.15,13.176,13.15,13.15,2350.0
2020-11-05 13:00:00,13.15,13.18,13.14,13.145,8951.0
2020-11-05 12:00:00,13.15,13.19,13.15,13.15,8172.0
2020-11-05 11:00:00,13.18,13.18,13.1371,13.1371,5641.0
2020-11-05 10:00:00,13.09,13.147,13.09,13.14,1550.0
2020-11-04 16:00:00,13.15,13.16,13.15,13.15,3641.0
2020-11-04 15:00:00,13.09,13.15,13.09,13.15,11164.0
2020-11-04 14:00:00,13.08,13.08,13.065,13.065,1400.0
2020-11-04 13:00:00,13.06,13.1135,13.06,13.085,4160.0
2020-11-04 12:00:00,13.021,13.021,13.021,13.021,800.0
2020-11-04 10:00:00,12.97,12.97,12.97,12.97,402.0
2020-11-03 16:00:00,12.915,12.925,12.915,12.925,3811.0
2020-11-03 15:00:00,12.9248,12.94,12.91,12.91,2862.0
2020-11-03 13:00:00,12.9,12.9,12.88,12.89,10652.0
2020-11-03 12:00:00,12.9062,12.92,12.8962,12.9,11481.0
