index,1. open,2. high,3. low,4. close,5. volume
2020-11-11 20:00:00,3138.5,3138.5,3135.51,3135.51,1239.0
2020-11-11 19:00:00,3137.89,3139.5,3137.03,3139.5,2314.0
2020-11-11 18:00:00,3138.0,3138.0,3137.0,3137.0,578.0
2020-11-11 17:00:00,3137.39,3141.75,3124.603,3132.02,342445.0
2020-11-11 16:00:00,3112.49,3139.145,3112.49,3136.81,544089.0
2020-11-11 15:00:00,3124.94,3131.7018,3109.39,3113.49,331342.0
2020-11-11 14:00:00,3118.0,3131.0,3117.52,3125.175,264766.0
2020-11-11 13:00:00,3123.68,3128.49,3115.84,3119.13,253101.0
2020-11-11 12:00:00,3114.28,3123.9,3105.0,3123.5,436268.0
2020-11-11 11:00:00,3093.0,3135.0,3092.73,3115.02,817399.0
2020-11-11 10:00:00,3057.0,3109.0,3050.0,3092.5,1022200.0
2020-11-11 09:00:00,3063.1889,3070.57,3042.6,3055.0,37579.0
2020-11-11 08:00:00,3058.0,3071.0,3052.3,3066.96,17422.0
2020-11-11 07:00:00,3075.0,3075.0,3070.0,3070.0,690.0
2020-11-11 06:00:00,3078.9,3080.0,3078.9,3080.0,574.0
2020-11-11 05:00:00,3074.01,3077.99,3070.0,3077.5,2416.0
2020-11-10 20:00:00,3030.1,3032.0,3020.65,3021.28,11133.0
2020-11-10 19:00:00,3038.0,3041.0,3032.0,3032.0,3061.0
2020-11-10 18:00:00,3038.95,3038.95,3036.0,3036.0,1943.0
2020-11-10 17:00:00,3035.02,3040.0,3035.02,3038.5,72078.0
2020-11-10 16:00:00,3041.0,3049.85,3026.8293,3035.18,876935.0
2020-11-10 15:00:00,3052.27,3061.0,3030.68,3041.9116,526283.0
2020-11-10 14:00:00,3059.25,3069.3828,3028.0,3052.15,523865.0
2020-11-10 13:00:00,3047.52,3074.66,3047.0,3058.1018,600138.0
2020-11-10 12:00:00,3036.92,3072.78,3019.4828,3047.23,958092.0
2020-11-10 11:00:00,3052.35,3074.28,3023.0,3036.23,1166095.0
2020-11-10 10:00:00,3099.0,3114.0,3030.5,3052.3,1375217.0
2020-11-10 09:00:00,3094.0,3143.74,3076.0,3100.0,85631.0
2020-11-10 08:00:00,3086.83,3096.0,3075.5,3083.0,42090.0
2020-11-10 07:00:00,3070.0,3081.0,3070.0,3076.0,4685.0
2020-11-10 06:00:00,3123.0,3123.0,3097.61,3097.61,3922.0
2020-11-10 05:00:00,3140.0,3145.0,3134.0,3134.0,1659.0
2020-11-09 20:00:00,3162.0,3163.37,3150.0,3157.98,7475.0
2020-11-09 19:00:00,3166.83,3171.0,3165.0,3166.88,5926.0
2020-11-09 18:00:00,3151.3,3168.0,3151.3,3166.42,7176.0
2020-11-09 17:00:00,3143.74,3154.98,3142.76,3151.74,210577.0
2020-11-09 16:00:00,3210.01,3221.8,3137.0,3141.34,1193442.0
2020-11-09 15:00:00,3233.68,3235.83,3200.0,3211.82,491210.0
2020-11-09 14:00:00,3231.48,3241.0,3223.36,3233.34,360640.0
2020-11-09 13:00:00,3217.77,3259.7272,3199.02,3231.45,553180.0
2020-11-09 12:00:00,3243.65,3256.56,3216.2867,3217.78,597622.0
2020-11-09 11:00:00,3193.39,3289.0,3188.79,3243.395,1311555.0
2020-11-09 10:00:00,3233.98,3244.25,3112.1057,3191.77,1633958.0
